twitter_id,screen_name,created_at,verified,location,followers_count,friends_count,favourites_count,statuses_count
1095822825175347200,reaalsimple,Wed Feb 13 23:11:35 +0000 2019,False,beside you.,3,21,27,120
 
created_at,full_text,retweet_count,favorite_count,twitter_url
pain
2020-04-21 00:15:54,i’ll never stop a bitch from doing her cause when i do me? she gon need a perc for the pain i bring,0,0,https://twitter.com/reaalsimple/status/1252390567926878217
