twitter_id,screen_name,created_at,verified,location,followers_count,friends_count,favourites_count,statuses_count
32926220,ADHDeanASL,Sat Apr 18 16:08:57 +0000 2009,False,Alabama The Beautiful,7340,3629,72517,75222
 
created_at,full_text,retweet_count,favorite_count,twitter_url
itchy
2020-05-19 14:45:25,There comes that certain age when the world sees you scratching your knee but your wife knows your secret: your balls are itchy,43,90,https://twitter.com/ADHDeanASL/status/1262756249944207364
