twitter_id,screen_name,created_at,verified,location,followers_count,friends_count,favourites_count,statuses_count
815258774936178688,AlanNedSabrosky,Sat Dec 31 18:10:13 +0000 2016,False,"Jackson, MS",138,402,914,958
 
created_at,full_text,retweet_count,favorite_count,twitter_url
2020-04-29 14:04:45,"A PAINFUL FORK IN THE ROAD FOR AMERICANS: We now have a stark choice: We stand with the 1st Amendment, or we fall with the top-down dictated (and variable) authoritarian social media ""community standards."" At least in the US, if the 1st Amendment fails, there is still the 2nd.",0,0,https://twitter.com/AlanNedSabrosky/status/1255498260120317953
2020-01-28 20:35:02,"James Taylor (singer): ""They (Afghans) fought against the Russians, they fought against the Brits...Hell, they fought old Alexander, been talking about him ever since. After 9/11, here comes old Uncle Sam, another painful lesson in far Afghanistan."" https://t.co/epNXUxtFc8",0,0,https://twitter.com/AlanNedSabrosky/status/1222256792710918145
cold
2020-04-27 10:41:02,"Back in the 1980s, a French colleague opined that a Soviet victory in the Cold War would be a disaster for the world, but an American victory would be catastrophic. She (a socialist) was absolutely correct. Herewith an example:
https://t.co/U11z7nSXG5",0,0,https://twitter.com/AlanNedSabrosky/status/1254722216081731585
drug
2020-04-23 08:15:52,Those speedboats (NOT gunboats) are intended for coastal interdiction of drug smugglers. They are zero threat to any warship. Remember the Tonkin Gulf (1964) non-event that led to the Vietnam War and be very afraid. https://t.co/39wHPDTuMN,0,0,https://twitter.com/AlanNedSabrosky/status/1253236132625727489
2020-04-17 08:50:04,"Those speedboats are largely intended to intercept drug smugglers. Probably why the US Government hates them so much, cuts into CIA assets. Besides, what are they doing so close to the US? Er, what are we doing so close to them? (Hint: it is called ""provocation."") https://t.co/s9ITXViz7u",0,0,https://twitter.com/AlanNedSabrosky/status/1251070411799920640
2020-02-02 10:40:55,Somehow fitting: a war criminal sprung a drug dealer. The pity is that Putin did it. Guess my hopes are goiig to have to shift to China. https://t.co/JIgG6z04I8,0,0,https://twitter.com/AlanNedSabrosky/status/1223919216199393280
tested positive
2020-04-22 10:48:53,"No idea. I am not at that hospital. Nor would I care. This is a real bear. I tested positive for COVID-19 about 2 weeks ago, and fortunately it was a mild case. But it was bad enough up front that I pity those who get more serious infections. Go contract it yourself and find out. https://t.co/ZInBYCyX0Q",0,0,https://twitter.com/AlanNedSabrosky/status/1252912251583049729
positive for Covid
2020-04-22 10:48:53,"No idea. I am not at that hospital. Nor would I care. This is a real bear. I tested positive for COVID-19 about 2 weeks ago, and fortunately it was a mild case. But it was bad enough up front that I pity those who get more serious infections. Go contract it yourself and find out. https://t.co/ZInBYCyX0Q",0,0,https://twitter.com/AlanNedSabrosky/status/1252912251583049729
pains
2020-03-20 00:12:47,"Endorsing a guy with raging dementia. Way to go, Tulsi. Spread your political legs for anyone lately? Respected you greatly, sent you flowers, regret both. Going to Trump bo matter how much it pains me to do so. https://t.co/Tw6j6RAmd9",0,0,https://twitter.com/AlanNedSabrosky/status/1240793372417196033
headaches
2020-01-31 19:31:13,"So I guess ""traumatic brain injury"" is newspeak for headaches? Headaches from explosions I could believe, anything else is sheer nonsense - unless the whole area is littered with bodies and body parts. https://t.co/1HVN1X57mr",1,0,https://twitter.com/AlanNedSabrosky/status/1223327898196758529
tired
2020-01-28 21:02:51,"I can imagine in my dreams the ghosts of FDR, Truman &amp; JFK coming out of their graves and driving these demonocrats into the wilderness. Guess 'ole Pete is just too tired from corn-holing to think clearly. https://t.co/Qeiwig0chq",0,0,https://twitter.com/AlanNedSabrosky/status/1222263791104221186
